1242546005305933824	1
1241862426942996481	1
1241865119677779968	1
1242071613115445249	0
1242374222430842880	0
1240852036096311296	1
1241664761160511488	1
1241313403391614976	1
1241867996940959748	1
1242308716751474688	1
1241053068902400000	1
1242069968784707585	1
1241070400496435203	1
1241430791948767243	1
1242135665225195520	0
1242683624660623360	1
1241256694065385473	0
1242366105064296449	0
1241487887260094472	0
1241860310782312456	1
1242527667112591360	1
1241473452906819586	1
1241787767752921088	0
1241346693200785410	1
1241475096864329731	0
1241093527339012096	1
1241786335960207363	0
1242430142338793473	1
1241111055276834816	1
1240859713530707968	1
1241114945942695936	1
1241280764278341633	0
1241508196436578305	1
1241352336485818368	1
1241748426997542912	0
1242131219095183362	1
1241740183701258241	0
1241706443033784320	1
1242563204661809159	1
1241808238376607745	1
1241933991063826432	1
1242004280959172608	0
1241431338797989893	0
1241444441111638018	1
1240836105777197059	1
1241414467600224257	1
1241453082879410176	0
1241436386496045059	0
1241357903761735681	0
1241027971202330629	1
1242099616776101890	0
1241868567722721283	0
1241691838618177537	1
1242014887695482881	1
1241471516585406465	1
1241705872444841984	1
1241509009494081536	1
1241056501306920966	1
1241379097982521345	0
1241251112512094209	1
1241126404026138624	1
1241303540259266560	1
1241421729664286720	1
1241079796089737217	1
1241707674804408321	1
1241456479678484480	1
1240724485541629957	1
1242720680535371777	0
1241079762426134532	1
1240904598283595777	1
1242538189144948736	0
1241092274420887552	1
1241097920625160195	1
1241631511671115777	0
1241716466740838400	0
1241849986238865408	0
1241496115771510784	0
1241070331395276801	1
1241409236518735875	0
1241507094873935874	1
1241197853843701763	1
1240954634941992960	0
1242013289472819201	1
1241524975087034369	1
1240987937564655616	0
1241105061142564866	1
1240788449130680320	0
1241500365071228931	1
1240765254025478144	1
1240976106498424832	1
1242555201241993222	0
1242074037402177536	1
1241727415740780546	0
1241401478339874828	0
1241842020035047431	0
1242050866372378624	1
1242285108985356290	1
1241927277740462081	1
1242161177238650880	1
1241357154453532673	1
1241381985194520576	1
1241815668451880960	1
1241405661981925376	1
1241028344528986112	1
1241003030683795456	1
1242118962575523841	0
1242444250727489543	0
1241865061494333440	0
1240902166296002560	1
1241832971331612674	0
1241795860796669953	0
1241344508547211264	1
1241836341710794760	0
1241820901856940034	1
1241871825241604104	1
1242252101276913672	1
1241127139690328065	1
1241235703792615424	0
1241125777091026945	1
1242075464916701184	1
1241752471040655360	1
1241246662791778305	1
1241815646209482752	1
1241807819160109056	1
1242201014947713024	0
1242443223743815682	1
1241322629425963010	1
1241060286255300611	0
1241125119407374338	1
1241135746209234947	1
1241377934943956993	1
1241675844625539072	0
1241872280432631808	0
1242212900879695873	0
1241859979591798784	1
1240990250241069057	0
1241439086512082952	1
1242547572281085952	1
1241109993606217729	0
1241899961261928450	1
1240990317668638722	0
1242058174452113408	1
1242059858121277440	0
1242113402673270785	0
1241109013183561728	1
1240684472426729472	0
1241477842946449409	0
1241127275334156290	0
1241550495791091712	1
1241292143051890688	0
1241208542641754112	1
1242633345554497536	0
1241105466408800256	1
1241862762508300288	1
1241781573160239106	0
1241074245960171520	0
1240904762171809792	0
1242109413567193090	1
1241599680087314432	1
1240761794186170369	1
1240747018580090880	1
1241847291440517121	1
1242523522876006401	0
1240902921388204032	1
1241804911567921152	0
1241056307144265729	1
1240880064314707973	1
1241947529643786241	1
1241322307311845376	1
1240974303283339265	1
1241347267354861574	0
1242434059722199040	1
1241502762715746306	1
1242226025200676864	0
1240964470165442561	0
1241790495841345537	1
1241401385536667648	0
1241777322220544001	1
1241859979591798784	1
1241280764278341633	0
1241740183701258241	0
1240737069158318082	0
1241706443033784320	1
1241409236518735875	0
1242434059722199040	1
1241429605434765312	0
1241933991063826432	1
1240974303283339265	1
1241056501306920966	1
1240743715389480961	1
1241127275334156290	0
1241357154453532673	1
1241862426942996481	1
1241319523296387072	1
1241524975087034369	1
1241865119677779968	1
1242308716751474688	1
1241056307144265729	1
1241100194751623169	1
1240902166296002560	1
1241781573160239106	0
1241322307311845376	1
1241135746209234947	1
1241070400496435203	1
1241246662791778305	1
1241322629425963010	1
1240747018580090880	1
1241347267354861574	0
1242252101276913672	1
1241313403391614976	1
1240796008847749121	1
1240954634941992960	0
1241599680087314432	1
1242069968784707585	1
1242075464916701184	1
